Model,Price,Year,Transmission,Fuel type,City
Opel Astra G,56000,2002,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Astra F,52000,1997,Механика,Бензин + газ,Худжанд
Opel Zafira,80000,2002,Механика,Бензин,Турсунзаде
Opel Vectra A,15000,1990,Механика,Бензин + газ,Душанбе
Opel Astra G,50000,1998,Механика,Бензин + газ,Худжанд
Opel Astra G,72000,2002,Механика,Бензин + газ,Куляб
Opel Astra G,62000,1999,Механика,Бензин + газ,Канибадам
Opel Astra G,65000,1999,Механика,Бензин + газ,Душанбе
Opel Vectra A,18000,1995,Механика,Бензин + газ,Яван
Opel Meriva,45000,2003,Механика,Бензин + газ,Рудаки
Opel Vectra B,36000,1996,Механика,Бензин + газ,Худжанд
Opel Astra H,67000,2006,Механика,Бензин + газ,Вахдат
Opel Astra F,42000,1997,Механика,Бензин + газ,Душанбе
Opel Astra G,42000,1999,Механика,Бензин + газ,Худжанд
Opel Vectra B,43000,2000,Механика,Бензин + газ,Вахдат
Opel Astra F,38000,1996,Механика,Бензин + газ,Джайхун (Кумсангир)
Opel Astra F,38000,1994,Механика,Бензин + газ,Пенджикент
Opel Astra G,60000,2001,Механика,Бензин + газ,Дангара
Opel Vectra A,33000,1993,Механика,Бензин + газ,Хуросон
Opel Astra H,59000,2005,Механика,Бензин,Душанбе
Opel Vectra A,24000,1994,Механика,Бензин + газ,Душанбе
Opel Zafira,129000,2015,Автомат,Дизель,Худжанд
Opel Astra F,20000,1993,Механика,Бензин + газ,Файзабад
Opel Astra F,44000,1997,Механика,Бензин + газ,Худжанд
Opel Vectra A,18000,1992,Механика,Газ,Душанбе
Opel Zafira,58000,1999,Механика,Бензин,Душанбе
Opel Vectra A,18000,1993,Механика,Бензин + газ,Яван
Opel Astra F,35000,1995,Механика,Бензин + газ,Худжанд
Opel Astra F,37000,1994,Механика,Бензин + газ,Душанбе
Opel Astra F,19800,1992,Механика,Газ,Бободжон Гафуров
Opel Vectra B,39000,1998,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra G,50000,2001,Механика,Бензин + газ,Душанбе
Opel Astra G,51000,1999,Механика,Бензин + газ,Куляб
Opel Zafira,68000,2006,Механика,Бензин + газ,Душанбе
Opel Astra G,39000,1998,Механика,Бензин + газ,Душанбе
Opel Astra G,68000,1998,Механика,Бензин + газ,Ашт
Opel Vectra B,45000,2000,Механика,Бензин + газ,Душанбе
Opel Astra G,62000,1999,Механика,Бензин + газ,Канибадам
Opel Astra H,70000,2010,Механика,Дизель,Душанбе
Opel Astra H,60000,2008,Механика,Дизель,Пенджикент
Opel Zafira,68000,2007,Механика,Дизель,Худжанд
Opel Astra F,36000,1997,Механика,Бензин,Ашт
Opel Astra H,75000,2007,Механика,Бензин,Деваштич (Ганчи)
Opel Astra F,15000,1993,Механика,Бензин + газ,Душанбе
Opel Vectra A,23000,1993,Механика,Бензин + газ,Истаравшан
Opel Insignia,100000,2014,Автомат,Бензин,Кабодиён
Opel Astra G,55999,2000,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra G,57000,1999,Механика,Бензин + газ,Канибадам
Opel Vectra A,22000,1995,Механика,Бензин + газ,Душанбе
Opel Vectra B,54000,1999,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Combo,73000,2009,Механика,Бензин,Худжанд
Opel Astra F,18000,1993,Механика,Бензин + газ,Файзабад
Opel Astra J,95000,2013,Механика,Бензин,Худжанд
Opel Astra F,20000,1993,Механика,Бензин + газ,Душанбе
Opel Vectra B,45000,1998,Механика,Бензин + газ,Спитамен
Opel Astra G,45000,2002,Механика,Бензин,Душанбе
Opel Zafira,65000,2000,Механика,Бензин + газ,Худжанд
Opel Astra F,45000,1996,Механика,Бензин + газ,Вахш
Opel Astra G,54000,2000,Механика,Бензин + газ,Душанбе
Opel Vectra A,22000,1991,Механика,Бензин + газ,Зафарабад
Opel Astra F,28000,1994,Механика,Бензин + газ,Душанбе
Opel Zafira,87000,2010,Автомат,Бензин,Худжанд
Opel Vectra B,40000,1998,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra F,27000,1997,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Astra G,55000,1999,Механика,Бензин + газ,Фархор
Opel Astra H,58000,2005,Механика,Бензин,Душанбе
Opel Astra G,40000,1998,Механика,Бензин + газ,Вахдат
Opel Astra H,63000,2007,Механика,Бензин,Пяндж
Opel Astra G,53000,1999,Механика,Бензин + газ,Душанбе
Opel Vectra A,26500,1994,Механика,Бензин + газ,Вахдат
Opel Astra F,14000,1993,Механика,Бензин + газ,Хуросон
Opel Astra F,40000,1997,Механика,Бензин + газ,Абдурахмони Джоми
Opel Astra F,19500,1993,Механика,Бензин + газ,Вахш
Opel Vectra A,23000,1995,Механика,Бензин + газ,Дарваз
Opel Astra F,22000,1992,Механика,Бензин + газ,Вахдат
Opel Astra H,67000,2004,Механика,Дизель,Восе
Opel Astra G,70000,2000,Механика,Бензин,Вахдат
Opel Astra F,23000,1992,Механика,Бензин + газ,Пяндж
Opel Astra F,40000,1997,Механика,Бензин + газ,Фархор
Opel Vectra B,40000,1998,Автомат,Бензин,Душанбе
Opel Astra F,20000,1991,Механика,Бензин + газ,Худжанд
Opel Astra G,58000,1999,Механика,Бензин,Лахш (Джиргиталь)
Opel Vectra B,30000,1995,Механика,Бензин + газ,Худжанд
Opel Vectra A,22000,1992,Механика,Бензин + газ,Худжанд
Opel Vectra B,31000,1995,Механика,Бензин + газ,Гулистон (Кайраккум)
Opel Vectra A,40000,1994,Механика,Бензин + газ,Бустон (Чкаловск)
Opel Astra G,57000,2000,Механика,Бензин + газ,Кабодиён
Opel Astra F,35000,1998,Механика,Бензин + газ,Гиссар
Opel Vectra B,35000,1996,Механика,Бензин + газ,Истаравшан
Opel Vectra A,26000,1994,Механика,Бензин + газ,Душанбе
Opel Vectra A,15000,1990,Механика,Бензин + газ,Шахристон
Opel Astra G,51500,1998,Механика,Бензин + газ,Душанбе
Opel Astra G,75000,2004,Механика,Бензин,Гиссар
Opel Astra H,65000,2008,Механика,Дизель,Душанбе
Opel Astra F,28000,2024,Механика,Бензин + газ,Душанбе
Opel Astra G,49999,2000,Механика,Бензин + газ,Душанбе
Opel Vectra B,33000,1996,Механика,Бензин,Фархор
Opel Zafira,60000,2006,Механика,Дизель,Душанбе
Opel Astra F,48000,1997,Механика,Бензин,Абдурахмони Джоми
Opel Vectra B,58000,2002,Механика,Бензин + газ,Душанбе
Opel Astra G,80000,2003,Механика,Бензин,Хамадани
Opel Astra H,74000,2007,Механика,Бензин + газ,Худжанд
Opel Astra F,38000,1997,Механика,Бензин + газ,Шахритус
Opel Astra G,60000,1999,Механика,Бензин + газ,Худжанд
Opel Vectra A,26000,1994,Механика,Бензин + газ,Нурабад
Opel Astra F,24999,1995,Механика,Бензин + газ,Душанбе
Opel Zafira,75000,2007,Автомат,Бензин,Джаббор Расулов
Opel Astra G,66000,2008,Механика,Бензин,Душанбе
Opel Astra F,42000,1996,Механика,Бензин + газ,Душанбе
Opel Astra G,52000,1999,Механика,Бензин,Душанбе
Opel Astra F,33000,1995,Механика,Бензин,Душанбе
Opel Astra F,24500,1993,Механика,Бензин + газ,Пенджикент
Opel Astra H,68000,2007,Механика,Дизель,Душанбе
Opel Zafira,70000,2009,Автомат,Дизель,Бободжон Гафуров
Opel Astra F,35000,1994,Механика,Бензин + газ,Ашт
Opel Astra G,48500,1999,Механика,Бензин + газ,Худжанд
Opel Vectra B,30000,1996,Механика,Бензин + газ,Душанбе
Opel Combo,61000,2001,Механика,Бензин,Рудаки
Opel Astra H,79999,2008,Механика,Бензин + газ,Худжанд
Opel Astra G,75000,2003,Механика,Бензин + газ,Айни
Opel Astra F,35000,1996,Механика,Бензин + газ,Душанбе
Opel Astra F,35000,1995,Механика,Бензин + газ,Душанбе
Opel Zafira,100000,2009,Механика,Бензин + газ,Худжанд
Opel Astra F,48000,1998,Автомат,Бензин,Дангара
Opel Vectra A,11000,1989,Механика,Бензин + газ,Фархор
Opel Vectra A,15000,1991,Механика,Бензин + газ,Истаравшан
Opel Astra F,45000,1997,Механика,Бензин + газ,Спитамен
Opel Zafira,110000,2012,Механика,Бензин,Душанбе
Opel Zafira,69000,2007,Механика,Дизель,Худжанд
Opel Zafira,65000,2001,Механика,Бензин + газ,Душанбе
Opel Vectra B,45000,2001,Механика,Бензин + газ,Душанбе
Opel Vectra A,18000,1991,Механика,Бензин + газ,Душанбе
Opel Zafira,89000,2006,Механика,Бензин,Худжанд
Opel Astra G,55000,2000,Механика,Бензин + газ,Бохтар (Курган-Тюбе)
Opel Astra G,78000,2001,Механика,Бензин,Гиссар
Opel Vectra B,42000,2000,Механика,Бензин + газ,Душанбе
Opel Astra H,56000,2004,Механика,Бензин,Душанбе
Opel Zafira,120000,2009,Механика,Бензин,Истаравшан
Opel Zafira,80000,2006,Механика,Бензин,Пенджикент
Opel Astra G,75000,2007,Механика,Бензин + газ,Куляб
Opel Astra G,60000,2001,Механика,Бензин,Пенджикент
Opel Astra H,65000,2007,Механика,Бензин,Бохтар (Курган-Тюбе)
Opel Astra F,25000,1995,Механика,Бензин + газ,Душанбе
Opel Vectra A,21000,1993,Механика,Бензин,Рудаки
